# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 07:55:24 2021
#
# CONSTRAINT:  where (default_flag =1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
57,55 Cnc b,55 Cnc,1,2,5,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,14.65160000,0.113400,,,255.40000,0.80360,Msini,0.000000,,,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,0.350,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.9508400,4.0150000,5.7297300,2021-02-05,2018-10,2021-02-11
74,55 Cnc c,55 Cnc,1,2,5,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,44.39890000,0.237300,,,51.20000,0.16110,Msini,0.030000,,,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,0.350,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.9508400,4.0150000,5.7297300,2021-02-05,2018-10,2021-02-11
79,55 Cnc d,55 Cnc,1,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,5574.20000000,5.957000,,,991.60000,3.12000,Msini,0.130000,,,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,0.350,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.9508400,4.0150000,5.7297300,2021-02-05,2018-10,2021-02-11
94,55 Cnc e,55 Cnc,1,2,5,Radial Velocity,2004,McDonald Observatory,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.73654740,0.015440,1.875,0.167,7.99000,0.02514,Mass,0.050000,,,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,0.350,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.9508400,4.0150000,5.7297300,2021-02-05,2018-10,2021-02-11
99,55 Cnc f,55 Cnc,1,2,5,Radial Velocity,2007,Multiple Observatories,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,259.88000000,0.770800,,,47.80000,0.15030,Msini,0.080000,,,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,,5172.00,0.94,0.91,0.350,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855000,5.9508400,4.0150000,5.7297300,2021-02-05,2018-10,2021-02-11
105,6 Lyn b,6 Lyn,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,934.30000000,2.110000,,,638.83830,2.01000,Msini,0.073000,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4938.00,5.20,1.44,,,3.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599000,5.8730700,3.7010000,5.6068600,2018-12-03,2019-04,2018-12-06
106,61 Vir b,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,4.21500000,0.050201,,,5.10000,0.01600,Msini,0.120000,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.6955000,2.9560000,4.5405200,2014-05-14,2010-01,2014-05-14
107,61 Vir c,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,38.02100000,0.217500,,,18.20000,0.05700,Msini,0.140000,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.6955000,2.9560000,4.5405200,2014-05-14,2010-01,2014-05-14
108,61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01000000,0.476000,,,22.90000,0.07200,Msini,0.350000,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,4.6955000,2.9560000,4.5405200,2014-05-14,2010-01,2014-05-14
109,7 CMa b,7 CMa,1,1,2,Radial Velocity,2011,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,735.10000000,1.758000,,,587.98550,1.85000,Msin(i)/sin(i),0.060000,,,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.00,4.87,1.34,0.210,[Fe/H],3.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,3.9500000,1.5640000,3.6785300,2019-10-18,2019-11,2019-10-24
112,7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996.00000000,2.153000,,,276.51210,0.87000,Msin(i)/sin(i),0.080000,,,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.00,4.87,1.34,0.210,[Fe/H],3.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,3.9500000,1.5640000,3.6785300,2019-10-18,2019-11,2019-10-24
114,70 Vir b,70 Vir,1,1,1,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,116.68800000,0.481000,,,2357.02728,7.41600,Msini,0.398800,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5495.00,1.89,1.09,,,3.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011000,4.9680800,3.5000000,4.7617800,2018-12-03,2019-04,2018-12-06
118,75 Cet b,75 Cet,1,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,691.90000000,2.100000,,,953.49000,3.00000,Msini,0.117000,,,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,G3 III,4846.00,10.50,2.49,0.000,[Fe/H],2.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613000,5.3532000,3.2070000,5.0934300,2015-09-02,2012-12,2015-09-03
120,8 UMi b,8 UMi,1,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,93.40000000,0.490000,,,416.35730,1.31000,Msini,0.060000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4847.00,10.30,1.44,-0.030,[Fe/H],2.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.5520000,6.8329500,4.5150000,6.5589600,2018-09-04,2017-03,2018-09-06
122,81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,952.70000000,2.500000,,,1684.40000,5.30000,Msini,0.206000,,,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,G5 III,4785.00,11.00,2.40,-0.060,[Fe/H],2.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.2600000,5.6430700,3.2660000,5.3758800,2014-05-14,2008-12,2014-05-14
123,91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.40000000,0.700000,,,1017.00000,3.20000,Msini,0.027000,,,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.00,11.00,1.40,-0.030,[Fe/H],2.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304000,4.2394600,1.5970000,3.9531100,2014-05-14,2013-07,2014-05-14
124,AB Pic b,AB Pic,1,1,1,Imaging,2005,Paranal Observatory,Published Confirmed,0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,,260.000000,,,4290.50000,13.50000,Mass,,,,0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,K2 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475000,9.1300000,6.9810000,8.8378000,2014-05-14,2005-08,2014-05-14
125,AU Mic b,AU Mic,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321000,0.066000,4.203,0.375,57.20940,0.18000,Msini,0.100000,,,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700.00,0.75,0.50,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,8.8100000,4.5290000,7.8403800,2020-06-12,2020-06,2020-06-24
126,BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,481.90000000,1.300000,,,2034.11200,6.40000,Msini,0.200000,,,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,,4095.00,32.35,1.14,-0.710,[Fe/H],1.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.6300000,9.5770000,6.0210000,8.9977000,2017-06-13,2017-10,2017-06-15
127,BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,268.94000000,0.780000,,,330.54320,1.04000,Msini,0.290000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4864.00,0.86,0.49,0.170,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.3520000,9.7800000,7.3360000,9.3510800,2018-09-04,2017-03,2018-09-06
129,BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22000000,0.576000,,,337.21763,1.06100,Msini,0.001000,,,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.00,8.95,1.08,-0.220,[Fe/H],2.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.0450000,10.4100000,7.7180000,9.9918000,2016-02-03,2016-04,2016-02-04
130,BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48000000,0.539000,,,352.78000,1.11000,Msini,0.260000,,,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796.00,14.70,1.10,0.280,[Fe/H],2.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.4200000,9.0100000,6.5250000,8.7178000,2014-05-14,2013-06,2014-05-14
131,BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,379.63000000,1.050000,,,17668.16970,55.59000,Msini,0.150000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4259.00,71.02,10.83,-0.790,[Fe/H],1.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,9.7430000,6.4200000,9.2268400,2018-09-04,2017-03,2018-09-06
133,BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99000000,2.010000,,,3963.17000,12.47000,Msini,0.180000,,,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.00,49.00,2.80,-1.000,[Fe/H],1.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,9.7430000,6.4200000,9.2268400,2014-05-14,2009-12,2014-05-14
134,BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.20000000,1.300000,,,1334.88600,4.20000,Msini,0.210000,,,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296.00,17.30,0.80,-0.460,[Fe/H],1.99,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.5100000,9.3670000,6.1690000,8.9161300,2015-09-16,2012-09,2015-09-18
137,BD+20 594 b,BD+20 594,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.68550000,,2.578,0.230,22.24810,0.07000,Mass,0.000000,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766.00,1.08,1.67,-0.150,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000,10.8490000,9.3680000,10.8644000,2018-04-25,2017-03,2018-04-26
139,BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,392.60000000,1.000000,,,289.22530,0.91000,Msini,0.200000,,,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4414.00,11.00,0.74,-0.200,[Fe/H],2.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.4930000,9.1390000,5.9040000,8.6556900,2015-08-12,2012-01,2015-08-13
140,BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,Multiple Observatories,Published Confirmed,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,733.00000000,1.700000,,,540.31100,1.70000,Msini,0.760000,,,0,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,4534.00,10.33,1.09,-0.130,[Fe/H],2.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.5890000,8.6900000,5.6450000,8.2644900,2018-02-01,2018-05,2018-02-01
141,BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,2590.00000000,4.200000,,,508.50000,1.60000,Msini,0.350000,,,0,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,K0,4943.00,7.60,1.52,-0.190,[Fe/H],2.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.0420000,9.3810000,6.5710000,9.0285100,2015-02-05,2015-04,2015-02-05
